Business Type,Name,Rating,Review Count,Price Level,Category,Address,City,State,Phone,Yelp URL
restaurants,Livite,4.80,171,1,Juice Bars & Smoothies,"1644 Beacon St, Brookline, MA 02445",Brookline,Massachusetts,6173968383,https://www.yelp.com/biz/livite-brookline?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Vuolo's,4.80,85,0,Italian,"140 Lincoln St, Winthrop, MA 02152",Winthrop,Massachusetts,7813224068,https://www.yelp.com/biz/vuolos-winthrop?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Beacon Hill Bakery,5.00,4,0,Bakeries,"175 Blosson St, Boston, MA 02114",Boston,Massachusetts,6174127648,https://www.yelp.com/biz/beacon-hill-bakery-boston?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Maaz's Chicken,5.00,4,0,Fast Food,"838 Blue Hill Ave, Boston, MA 02124",Boston,Massachusetts,6174209050,https://www.yelp.com/biz/maazs-chicken-boston?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Clay Pot Cafe,5.00,4,0,Cantonese,"70 Brighton Ave, Boston, MA 02134",Boston,Massachusetts,6178707866,https://www.yelp.com/biz/clay-pot-cafe-boston-3?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,PaPa Sushi,4.80,12,0,Japanese,"499 Broadway, Somerville, MA 02145",Somerville,Massachusetts,7812193692,https://www.yelp.com/biz/papa-sushi-somerville?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Los Hornitos Bakery,5.00,4,0,Bakeries,"2 Park Ave, Revere, MA 02151",Revere,Massachusetts,7816292075,https://www.yelp.com/biz/los-hornitos-bakery-revere?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Peruvian Taste,4.80,52,0,Peruvian,"78 Arlington Ave, Boston, MA 02129",Boston,Massachusetts,6172425100,https://www.yelp.com/biz/peruvian-taste-boston?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Nourish at Katie's Kitchen,5.00,4,0,Gluten-Free,"2 Michael's Mall, Winthrop, MA 02152",Winthrop,Massachusetts,6172079121,https://www.yelp.com/biz/nourish-at-katies-kitchen-winthrop-2?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Mama Ana,5.00,4,0,Breakfast & Brunch,"197 8th St, Boston, MA 02129",Boston,Massachusetts,6172417300,https://www.yelp.com/biz/mama-ana-boston?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Magic Bites Bakery,4.70,134,1,Bakeries,"916 Massachusetts Ave, Arlington, MA 02476",Arlington,Massachusetts,7813161633,https://www.yelp.com/biz/magic-bites-bakery-arlington-2?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Vinal Bakery,4.70,133,1,Cafes,"222 Somerville Ave, Somerville, MA 02143",Somerville,Massachusetts,6177180148,https://www.yelp.com/biz/vinal-bakery-somerville?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Sunny Girl,4.70,66,0,Breakfast & Brunch,"252 Commercial St, Boston, MA 02109",Boston,Massachusetts,8572770356,https://www.yelp.com/biz/sunny-girl-boston?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Bono Restaurant And Catering,4.70,61,0,Latin American,"271 Meridian St, Boston, MA 02128",Boston,Massachusetts,8572011325,https://www.yelp.com/biz/bono-restaurant-and-catering-boston?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Energize,4.70,136,1,Juice Bars & Smoothies,"618 Washington St, Brighton, MA 02135",Brighton,Massachusetts,6179033053,https://www.yelp.com/biz/energize-brighton-2?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Dana Farber Cancer Institute Cafeteria,4.70,15,1,Cafeteria,"44 Binney St, Boston, MA 02115",Boston,Massachusetts,6176323000,https://www.yelp.com/biz/dana-farber-cancer-institute-cafeteria-boston?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Paisani,4.70,11,0,Italian,"Boston, MA 02203",Boston,Massachusetts,3393640518,https://www.yelp.com/biz/paisani-boston-2?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Selva Coffee House,4.70,18,0,Cafes,"530 Shirley St, Winthrop, MA 02152",Winthrop,Massachusetts,6172073786,https://www.yelp.com/biz/selva-coffee-house-winthrop-3?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Oak Bistro,4.70,90,0,New American,"1287 Cambridge St, Cambridge, MA 02139",Cambridge,Massachusetts,6177144696,https://www.yelp.com/biz/oak-bistro-cambridge?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Mei Mei Dumplings,4.70,43,0,Cooking Classes,"58 Old Colony Ave, Boston, MA 02127",Boston,Massachusetts,8572504959,https://www.yelp.com/biz/mei-mei-dumplings-boston?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Waverly Kitchen & Bar,4.70,95,0,Cocktail Bars,"231 Bunker Hill St, Boston, MA 02129",Boston,Massachusetts,6173806500,https://www.yelp.com/biz/waverly-kitchen-and-bar-boston?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Lulu Green,4.70,130,2,Vegan,"246 W Broadway, Boston, MA 02127",Boston,Massachusetts,6174204070,https://www.yelp.com/biz/lulu-green-boston?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Cristian Latin,4.70,14,0,Latin American,"854 Broadway, Somerville, MA 02144",Somerville,Massachusetts,6177180223,https://www.yelp.com/biz/cristian-latin-somerville?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,NAYA,4.70,7,0,Desserts,"41 Bond St, Watertown, MA 02472",Watertown,Massachusetts,6174022900,https://www.yelp.com/biz/naya-watertown?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,La Cosecha,4.70,7,0,Empanadas,"85 Broadway, Somerville, MA 02145",Somerville,Massachusetts,7818740141,https://www.yelp.com/biz/la-cosecha-somerville?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Grand India,4.70,21,0,Indian,"1671 Beacon St, Brookline, MA 02445",Brookline,Massachusetts,6178790544,https://www.yelp.com/biz/grand-india-brookline?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Base Crave,4.70,119,2,Asian Fusion,"344 Huron Ave, Cambridge, MA 02138",Cambridge,Massachusetts,6179451485,https://www.yelp.com/biz/base-crave-cambridge-3?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,La Fonda - Boston,4.70,17,0,Latin American,"1620 Commonwealth Ave, Boston, MA 02135",Boston,Massachusetts,6174875645,https://www.yelp.com/biz/la-fonda-boston-boston?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Little Pecan Bistro,4.70,117,2,Asian Fusion,"296 Washington St, Brighton, MA 02135",Brighton,Massachusetts,Not Provided,https://www.yelp.com/biz/little-pecan-bistro-brighton?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Bridges Nepali Cuisine,4.70,73,0,Himalayan/Nepalese,"35 Crest Ave, Winthrop, MA 02152",Winthrop,Massachusetts,8572012490,https://www.yelp.com/biz/bridges-nepali-cuisine-winthrop-3?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,ONO Pokebar,4.70,56,0,Poke,"1923 Massachusetts Ave, Cambridge, MA 02140",Cambridge,Massachusetts,6179451281,https://www.yelp.com/biz/ono-pokebar-cambridge-2?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Stardust - Inspired Mediterranean,4.70,79,0,Mediterranean,"1753 Centre St, Boston, MA 02132",Boston,Massachusetts,6179914242,https://www.yelp.com/biz/stardust-inspired-mediterranean-boston-2?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Mikiya Wagyu Shabu House,4.70,46,0,Hot Pot,"21 Hudson St, Boston, MA 02111",Boston,Massachusetts,6172296386,https://www.yelp.com/biz/mikiya-wagyu-shabu-house-boston-2?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Kuya’s Cooking,4.70,13,0,Filipino,"Somerville, MA 02143",Somerville,Massachusetts,6178636375,https://www.yelp.com/biz/kuya-s-cooking-somerville?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Lucky Tiger,4.70,13,0,Asian Fusion,"100 Hood Park Dr, Boston, MA 02129",Boston,Massachusetts,6173774992,https://www.yelp.com/biz/lucky-tiger-boston?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Boonnoon Market,4.70,130,2,Thai,"161 Massachusetts Ave, Arlington, MA 02474",Arlington,Massachusetts,7813160059,https://www.yelp.com/biz/boonnoon-market-arlington?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Sabella's Ravioli,4.70,45,1,Italian,"910 Broadway, Revere, MA 02151",Revere,Massachusetts,7812860820,https://www.yelp.com/biz/sabellas-ravioli-revere?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Umami Tsunami Taqueria,4.70,16,0,Mexican,"400 Neponset Ave, Boston, MA 02122",Boston,Massachusetts,6172975788,https://www.yelp.com/biz/umami-tsunami-taqueria-boston?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Sushi Guys,4.70,19,0,Sushi Bars,"283 Old Colony Ave, Boston, MA 02127",Boston,Massachusetts,8578803016,https://www.yelp.com/biz/sushi-guys-boston?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Mala Town,4.70,19,0,Chinese,"194 Harvard Ave, Boston, MA 02134",Boston,Massachusetts,7744583909,https://www.yelp.com/biz/mala-town-boston-2?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,BalaMao,4.70,22,0,Thai,"433 Washington St, Boston, MA 02135",Boston,Massachusetts,Not Provided,https://www.yelp.com/biz/balamao-boston-3?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Dolma Mediterranean Cuisine,4.70,44,2,Mediterranean,"5 Kendall St, Brookline, MA 02445",Brookline,Massachusetts,6174875852,https://www.yelp.com/biz/dolma-mediterranean-cuisine-brookline?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Via Cannuccia,4.70,119,0,Breakfast & Brunch,"1739 Dorchester Ave, Boston, MA 02124",Boston,Massachusetts,6175061877,https://www.yelp.com/biz/via-cannuccia-boston?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Ethiopian Cafe,4.70,80,0,Ethiopian,"377 Centre St, Boston, MA 02130",Boston,Massachusetts,6173196982,https://www.yelp.com/biz/ethiopian-cafe-boston?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Himalayan Kitchen,4.70,380,2,Indian,"40 Bow St, Somerville, MA 02143",Somerville,Massachusetts,6176239068,https://www.yelp.com/biz/himalayan-kitchen-somerville-7?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Koshari Mama,4.70,116,2,Egyptian,"585 Somerville Ave, Somerville, MA 02143",Somerville,Massachusetts,6172299230,https://www.yelp.com/biz/koshari-mama-somerville?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Cafe Bonjour,4.70,987,2,Breakfast & Brunch,"55 Temple Pl, Boston, MA 02111",Boston,Massachusetts,6177790062,https://www.yelp.com/biz/cafe-bonjour-boston?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Carmella's Market,4.70,73,1,Cheese Shops,"86 Cottage St, Boston, MA 02128",Boston,Massachusetts,6175676373,https://www.yelp.com/biz/carmellas-market-boston?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Istanbul Diner Cafe,4.70,216,2,Halal,"120 Vfw Pkwy, Revere, MA 02151",Revere,Massachusetts,7812894249,https://www.yelp.com/biz/istanbul-diner-cafe-revere-2?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,The Greek Gyro,4.70,66,2,Greek,"88 Peterborough St, Boston, MA 02215",Boston,Massachusetts,8579911000,https://www.yelp.com/biz/the-greek-gyro-boston-2?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Pour Man's Coffee,4.70,6,0,Coffee & Tea,"Boston, MA 02215",Boston,Massachusetts,7814397245,https://www.yelp.com/biz/pour-mans-coffee-boston?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Effie's Kitchen,4.70,99,1,Greek,"37 Poplar St, Roslindale, MA 02131",Roslindale,Massachusetts,6179422247,https://www.yelp.com/biz/effies-kitchen-roslindale?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Gen Sou En,4.70,6,0,Japanese,"299 Harvard St, Brookline, MA 02446",Brookline,Massachusetts,6175056745,https://www.yelp.com/biz/gen-sou-en-brookline-5?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Yang's Dumplings,4.70,12,0,Caterers,"196 Quincy St, Boston, MA 02128",Boston,Massachusetts,6178194051,https://www.yelp.com/biz/yangs-dumplings-boston?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Hot Tomatoes,4.70,30,0,Pizza,"77 Bow St, Somerville, MA 02143",Somerville,Massachusetts,6177180702,https://www.yelp.com/biz/hot-tomatoes-somerville?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Manoa Poke Shop,4.70,441,2,Poke,"300 Beacon St, Somerville, MA 02143",Somerville,Massachusetts,6179451042,https://www.yelp.com/biz/manoa-poke-shop-somerville?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Teresa's Market,4.70,135,1,Latin American,"571 Washington St, Brighton, MA 02135",Brighton,Massachusetts,6172025074,https://www.yelp.com/biz/teresas-market-brighton?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Ziggy’s,4.70,76,0,Chicken Wings,"583 Washington St, Oak Square, Brighton, MA 02135",Brighton,Massachusetts,6179870080,https://www.yelp.com/biz/ziggy-s-brighton?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Rick's 11a Cafe,4.70,26,1,American,"11 Elkins St, Boston, MA 02127",Boston,Massachusetts,6172686862,https://www.yelp.com/biz/ricks-11a-cafe-boston-2?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Brianna’s Cafe,4.70,23,0,Cafes,"393 Medford St, Somerville, MA 02145",Somerville,Massachusetts,6177645398,https://www.yelp.com/biz/brianna-s-cafe-somerville?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,KChickin,4.70,69,2,Japanese,"86 Peterborough St, Boston, MA 02215",Boston,Massachusetts,6175301181,https://www.yelp.com/biz/kchickin-boston?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Chiharu,4.70,201,2,Sushi Bars,"370 Boylston St, Brookline, MA 02445",Brookline,Massachusetts,6174878684,https://www.yelp.com/biz/chiharu-brookline?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Third Cliff Bakery,4.70,83,1,Cafes,"3531 Washington St, Ste 103, Boston, MA 02130",Boston,Massachusetts,Not Provided,https://www.yelp.com/biz/third-cliff-bakery-boston-2?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Sarva Indian Cuisine,4.60,37,0,Indian,"279 Newbury St, Boston, MA 02116",Boston,Massachusetts,6174184995,https://www.yelp.com/biz/sarva-indian-cuisine-boston?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,The Little Crepe Cafe,4.60,74,2,Creperies,"102 Oxford St, Cambridge, MA 02138",Cambridge,Massachusetts,6177144034,https://www.yelp.com/biz/the-little-crepe-cafe-cambridge?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Cambridge Deli & Grill,4.60,88,1,Delis,"90 River St, Cambridge, MA 02139",Cambridge,Massachusetts,6178686740,https://www.yelp.com/biz/cambridge-deli-and-grill-cambridge?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Eagle Hill Cafe,4.60,48,0,Coffee & Tea,"65 Meridian St, Boston, MA 02128",Boston,Massachusetts,6174185062,https://www.yelp.com/biz/eagle-hill-cafe-boston?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Wow Tikka,4.60,93,0,Indian,"84 Peterborough St, Boston, MA 02215",Boston,Massachusetts,8572502062,https://www.yelp.com/biz/wow-tikka-boston-2?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Yume Ga Arukara,4.60,771,2,Japanese,"1815 Massachusetts Ave, Cambridge, MA 02140",Cambridge,Massachusetts,Not Provided,https://www.yelp.com/biz/yume-ga-arukara-cambridge-2?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Tradesman Coffee Shop & Pizza Bar,4.60,98,2,Pizza,"50 Hood Park Dr, Ste 2, Charlestown, MA 02129",Charlestown,Massachusetts,Not Provided,https://www.yelp.com/biz/tradesman-coffee-shop-and-pizza-bar-charlestown?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Curio Coffee,4.60,277,1,Coffee & Tea,"441 Cambridge St, Cambridge, MA 02141",Cambridge,Massachusetts,8572423018,https://www.yelp.com/biz/curio-coffee-cambridge-2?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,The Quiet Few,4.60,105,2,"Beer, Wine & Spirits","331 Sumner St, Boston, MA 02128",Boston,Massachusetts,6175611061,https://www.yelp.com/biz/the-quiet-few-boston?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Amber Road Bar & Grille,4.60,11,0,Wine Bars,"100 Federal St, Boston, MA 02110",Boston,Massachusetts,6179363597,https://www.yelp.com/biz/amber-road-bar-and-grille-boston?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Rutchada Thai Cuisine,4.60,55,0,Thai,"153 Belgrade Ave, Roslindale, MA 02131",Roslindale,Massachusetts,6179428385,https://www.yelp.com/biz/rutchada-thai-cuisine-roslindale?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Flavor Boom! Milk Street,4.60,35,0,Fast Food,"155 Milk St, Boston, MA 02109",Boston,Massachusetts,8573302846,https://www.yelp.com/biz/flavor-boom-milk-street-boston?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Turkish Lazuri Cafe,4.60,128,2,Turkish,"1 N Beacon St, Allston, MA 02134",Allston,Massachusetts,7746787940,https://www.yelp.com/biz/turkish-lazuri-cafe-allston-3?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
restaurants,Sprout,4.60,24,0,Salad,"305 Huntington Ave, Boston, MA 02115",Boston,Massachusetts,6172667461,https://www.yelp.com/biz/sprout-boston-2?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
